date,item_id,category,units_sold,is_holiday
2016-10-10,STORE_05,Bar/Cocktail,41,1
2016-10-10,STORE_06,Dining bar,25,1
2016-10-10,STORE_07,Izakaya,20,1
2016-10-10,STORE_08,Izakaya,13,1
2016-10-10,STORE_09,Izakaya,37,1
2016-10-10,STORE_10,Japanese food,21,1
2016-10-10,STORE_11,Bar/Cocktail,36,1
2016-10-10,STORE_12,Izakaya,37,1
2016-10-10,STORE_13,Izakaya,19,1
2016-10-10,STORE_14,Italian/French,19,1
2016-10-10,STORE_15,Izakaya,6,1
2016-10-10,STORE_16,Italian/French,33,1
2016-10-10,STORE_17,Cafe/Sweets,13,1
2016-10-10,STORE_18,Cafe/Sweets,25,1
2016-10-10,STORE_19,Izakaya,10,1
2016-10-10,STORE_20,Bar/Cocktail,7,1
2016-10-10,STORE_21,Cafe/Sweets,33,1
2016-10-10,STORE_22,Izakaya,31,1
2016-10-10,STORE_23,Bar/Cocktail,4,1
2016-10-10,STORE_24,Izakaya,47,1
2016-10-10,STORE_25,Cafe/Sweets,13,1
2016-10-10,STORE_26,Cafe/Sweets,85,1
2016-10-10,STORE_27,Dining bar,40,1
2016-10-10,STORE_28,Okonomiyaki/Monja/Teppanyaki,23,1
2016-10-10,STORE_29,Bar/Cocktail,12,1
2016-10-10,STORE_30,Dining bar,61,1
2016-10-11,STORE_01,Izakaya,13,0
2016-10-11,STORE_02,Cafe/Sweets,3,0
2016-10-11,STORE_03,Bar/Cocktail,10,0
2016-10-11,STORE_04,Okonomiyaki/Monja/Teppanyaki,6,0
2016-10-11,STORE_05,Bar/Cocktail,14,0
2016-10-11,STORE_06,Dining bar,10,0
2016-10-11,STORE_07,Izakaya,11,0
2016-10-11,STORE_08,Izakaya,9,0
2016-10-11,STORE_09,Izakaya,15,0
2016-10-11,STORE_10,Japanese food,24,0
2016-10-11,STORE_11,Bar/Cocktail,24,0
2016-10-11,STORE_12,Izakaya,19,0
2016-10-11,STORE_13,Izakaya,19,0
2016-10-11,STORE_14,Italian/French,5,0
2016-10-11,STORE_15,Izakaya,8,0
2016-10-11,STORE_16,Italian/French,31,0
2016-10-11,STORE_17,Cafe/Sweets,13,0
2016-10-11,STORE_18,Cafe/Sweets,10,0
2016-10-11,STORE_19,Izakaya,21,0
2016-10-11,STORE_20,Bar/Cocktail,20,0
2016-10-11,STORE_21,Cafe/Sweets,29,0
2016-10-11,STORE_22,Izakaya,45,0
2016-10-11,STORE_23,Bar/Cocktail,14,0
2016-10-11,STORE_24,Izakaya,28,0
2016-10-11,STORE_25,Cafe/Sweets,11,0
2016-10-11,STORE_26,Cafe/Sweets,8,0
2016-10-11,STORE_27,Dining bar,27,0
2016-10-11,STORE_28,Okonomiyaki/Monja/Teppanyaki,15,0
2016-10-11,STORE_29,Bar/Cocktail,16,0
2016-10-11,STORE_30,Dining bar,11,0
2016-10-12,STORE_01,Izakaya,19,0
2016-10-12,STORE_02,Cafe/Sweets,5,0
2016-10-12,STORE_03,Bar/Cocktail,12,0
2016-10-12,STORE_04,Okonomiyaki/Monja/Teppanyaki,18,0
2016-10-12,STORE_05,Bar/Cocktail,17,0
2016-10-12,STORE_06,Dining bar,8,0
2016-10-12,STORE_07,Izakaya,28,0
2016-10-12,STORE_08,Izakaya,13,0
2016-10-12,STORE_09,Izakaya,24,0
2016-10-12,STORE_10,Japanese food,19,0
2016-10-12,STORE_11,Bar/Cocktail,24,0
2016-10-12,STORE_12,Izakaya,9,0
2016-10-12,STORE_13,Izakaya,27,0
2016-10-12,STORE_14,Italian/French,17,0
2016-10-12,STORE_15,Izakaya,8,0
2016-10-12,STORE_16,Italian/French,28,0
2016-10-12,STORE_17,Cafe/Sweets,9,0
2016-10-12,STORE_18,Cafe/Sweets,12,0
2016-10-12,STORE_19,Izakaya,29,0
2016-10-12,STORE_20,Bar/Cocktail,10,0
2016-10-12,STORE_21,Cafe/Sweets,27,0
2016-10-12,STORE_22,Izakaya,11,0
2016-10-12,STORE_23,Bar/Cocktail,24,0
2016-10-12,STORE_24,Izakaya,24,0
2016-10-12,STORE_25,Cafe/Sweets,6,0
2016-10-12,STORE_26,Cafe/Sweets,35,0
2016-10-12,STORE_27,Dining bar,44,0
2016-10-12,STORE_28,Okonomiyaki/Monja/Teppanyaki,24,0
2016-10-12,STORE_29,Bar/Cocktail,13,0
2016-10-12,STORE_30,Dining bar,48,0
2016-10-13,STORE_01,Izakaya,14,0
2016-10-13,STORE_02,Cafe/Sweets,2,0
2016-10-13,STORE_03,Bar/Cocktail,15,0
2016-10-13,STORE_04,Okonomiyaki/Monja/Teppanyaki,28,0
2016-10-13,STORE_05,Bar/Cocktail,13,0
2016-10-13,STORE_06,Dining bar,4,0
2016-10-13,STORE_07,Izakaya,22,0
2016-10-13,STORE_08,Izakaya,23,0
2016-10-13,STORE_09,Izakaya,24,0
2016-10-13,STORE_10,Japanese food,20,0
2016-10-13,STORE_11,Bar/Cocktail,18,0
2016-10-13,STORE_12,Izakaya,13,0
2016-10-13,STORE_13,Izakaya,33,0
2016-10-13,STORE_14,Italian/French,11,0
2016-10-13,STORE_15,Izakaya,24,0
2016-10-13,STORE_17,Cafe/Sweets,22,0
2016-10-13,STORE_18,Cafe/Sweets,13,0
2016-10-13,STORE_19,Izakaya,10,0
2016-10-13,STORE_20,Bar/Cocktail,8,0
2016-10-13,STORE_21,Cafe/Sweets,21,0
2016-10-13,STORE_22,Izakaya,26,0
2016-10-13,STORE_23,Bar/Cocktail,29,0
2016-10-13,STORE_24,Izakaya,28,0
2016-10-13,STORE_25,Cafe/Sweets,5,0
2016-10-13,STORE_26,Cafe/Sweets,16,0
2016-10-13,STORE_27,Dining bar,25,0
2016-10-13,STORE_28,Okonomiyaki/Monja/Teppanyaki,15,0
2016-10-13,STORE_29,Bar/Cocktail,12,0
2016-10-13,STORE_30,Dining bar,13,0
2016-10-14,STORE_01,Izakaya,57,0
2016-10-14,STORE_02,Cafe/Sweets,8,0
2016-10-14,STORE_03,Bar/Cocktail,10,0
2016-10-14,STORE_04,Okonomiyaki/Monja/Teppanyaki,9,0
2016-10-14,STORE_05,Bar/Cocktail,71,0
2016-10-14,STORE_06,Dining bar,5,0
2016-10-14,STORE_07,Izakaya,27,0
2016-10-14,STORE_08,Izakaya,32,0
2016-10-14,STORE_09,Izakaya,39,0
2016-10-14,STORE_10,Japanese food,23,0
2016-10-14,STORE_11,Bar/Cocktail,45,0
2016-10-14,STORE_12,Izakaya,58,0
2016-10-14,STORE_13,Izakaya,28,0
2016-10-14,STORE_14,Italian/French,39,0
2016-10-14,STORE_15,Izakaya,35,0
2016-10-14,STORE_16,Italian/French,45,0
2016-10-14,STORE_17,Cafe/Sweets,16,0
2016-10-14,STORE_18,Cafe/Sweets,18,0
2016-10-14,STORE_19,Izakaya,34,0
2016-10-14,STORE_20,Bar/Cocktail,18,0
2016-10-14,STORE_21,Cafe/Sweets,20,0
2016-10-14,STORE_22,Izakaya,47,0
2016-10-14,STORE_23,Bar/Cocktail,30,0
2016-10-14,STORE_24,Izakaya,37,0
2016-10-14,STORE_25,Cafe/Sweets,10,0
2016-10-14,STORE_26,Cafe/Sweets,16,0
2016-10-14,STORE_27,Dining bar,32,0
2016-10-14,STORE_28,Okonomiyaki/Monja/Teppanyaki,29,0
2016-10-14,STORE_29,Bar/Cocktail,20,0
2016-10-14,STORE_30,Dining bar,23,0
2016-10-15,STORE_01,Izakaya,44,0
2016-10-15,STORE_02,Cafe/Sweets,8,0
2016-10-15,STORE_03,Bar/Cocktail,24,0
2016-10-15,STORE_04,Okonomiyaki/Monja/Teppanyaki,23,0
2016-10-15,STORE_05,Bar/Cocktail,54,0
2016-10-15,STORE_06,Dining bar,9,0
2016-10-15,STORE_07,Izakaya,23,0
2016-10-15,STORE_08,Izakaya,49,0
2016-10-15,STORE_09,Izakaya,42,0
2016-10-15,STORE_10,Japanese food,26,0
2016-10-15,STORE_11,Bar/Cocktail,54,0
2016-10-15,STORE_12,Izakaya,66,0
2016-10-15,STORE_13,Izakaya,53,0
2016-10-15,STORE_14,Italian/French,22,0
2016-10-15,STORE_15,Izakaya,21,0
2016-10-15,STORE_16,Italian/French,82,0
2016-10-15,STORE_17,Cafe/Sweets,27,0
2016-10-15,STORE_18,Cafe/Sweets,30,0
2016-10-15,STORE_19,Izakaya,44,0
2016-10-15,STORE_20,Bar/Cocktail,16,0
2016-10-15,STORE_21,Cafe/Sweets,37,0
2016-10-15,STORE_22,Izakaya,47,0
2016-10-15,STORE_23,Bar/Cocktail,25,0
2016-10-15,STORE_24,Izakaya,16,0
2016-10-15,STORE_25,Cafe/Sweets,3,0
2016-10-15,STORE_26,Cafe/Sweets,47,0
2016-10-15,STORE_27,Dining bar,43,0
2016-10-15,STORE_28,Okonomiyaki/Monja/Teppanyaki,19,0
2016-10-15,STORE_29,Bar/Cocktail,16,0
2016-10-15,STORE_30,Dining bar,52,0
2016-10-16,STORE_01,Izakaya,53,0
2016-10-16,STORE_02,Cafe/Sweets,7,0
2016-10-16,STORE_03,Bar/Cocktail,41,0
2016-10-16,STORE_04,Okonomiyaki/Monja/Teppanyaki,29,0
2016-10-16,STORE_05,Bar/Cocktail,45,0
2016-10-16,STORE_06,Dining bar,7,0
2016-10-16,STORE_07,Izakaya,32,0
2016-10-16,STORE_08,Izakaya,12,0
2016-10-16,STORE_09,Izakaya,41,0
2016-10-16,STORE_10,Japanese food,26,0
2016-10-16,STORE_11,Bar/Cocktail,39,0
2016-10-16,STORE_12,Izakaya,37,0
2016-10-16,STORE_13,Izakaya,48,0
2016-10-16,STORE_14,Italian/French,23,0
2016-10-16,STORE_15,Izakaya,1,0
2016-10-16,STORE_16,Italian/French,53,0
2016-10-16,STORE_17,Cafe/Sweets,14,0
2016-10-16,STORE_18,Cafe/Sweets,43,0
2016-10-16,STORE_19,Izakaya,20,0
2016-10-16,STORE_20,Bar/Cocktail,38,0
2016-10-16,STORE_21,Cafe/Sweets,40,0
2016-10-16,STORE_22,Izakaya,11,0
2016-10-16,STORE_23,Bar/Cocktail,20,0
2016-10-16,STORE_24,Izakaya,28,0
2016-10-16,STORE_25,Cafe/Sweets,10,0
2016-10-16,STORE_26,Cafe/Sweets,56,0
2016-10-16,STORE_27,Dining bar,58,0
2016-10-16,STORE_28,Okonomiyaki/Monja/Teppanyaki,36,0
2016-10-16,STORE_29,Bar/Cocktail,14,0
2016-10-16,STORE_30,Dining bar,50,0
2016-10-17,STORE_01,Izakaya,40,0
2016-10-17,STORE_02,Cafe/Sweets,4,0
2016-10-17,STORE_03,Bar/Cocktail,3,0
2016-10-17,STORE_05,Bar/Cocktail,7,0
2016-10-17,STORE_06,Dining bar,4,0
2016-10-17,STORE_07,Izakaya,17,0
2016-10-17,STORE_08,Izakaya,8,0
2016-10-17,STORE_09,Izakaya,6,0
2016-10-17,STORE_10,Japanese food,17,0
2016-10-17,STORE_11,Bar/Cocktail,35,0
2016-10-17,STORE_12,Izakaya,16,0
2016-10-17,STORE_13,Izakaya,11,0
2016-10-17,STORE_14,Italian/French,10,0
2016-10-17,STORE_15,Izakaya,7,0
2016-10-17,STORE_16,Italian/French,17,0
2016-10-17,STORE_17,Cafe/Sweets,10,0
2016-10-17,STORE_18,Cafe/Sweets,17,0
2016-10-17,STORE_19,Izakaya,21,0
2016-10-17,STORE_20,Bar/Cocktail,3,0
2016-10-17,STORE_21,Cafe/Sweets,11,0
2016-10-17,STORE_22,Izakaya,12,0
2016-10-17,STORE_23,Bar/Cocktail,9,0
2016-10-17,STORE_24,Izakaya,23,0
2016-10-17,STORE_25,Cafe/Sweets,11,0
2016-10-17,STORE_26,Cafe/Sweets,9,0
2016-10-17,STORE_27,Dining bar,16,0
2016-10-17,STORE_28,Okonomiyaki/Monja/Teppanyaki,22,0
2016-10-17,STORE_29,Bar/Cocktail,10,0
2016-10-17,STORE_30,Dining bar,11,0
2016-10-18,STORE_01,Izakaya,19,0
2016-10-18,STORE_02,Cafe/Sweets,6,0
2016-10-18,STORE_03,Bar/Cocktail,40,0
2016-10-18,STORE_04,Okonomiyaki/Monja/Teppanyaki,16,0
2016-10-18,STORE_05,Bar/Cocktail,17,0
2016-10-18,STORE_06,Dining bar,6,0
2016-10-18,STORE_07,Izakaya,4,0
2016-10-18,STORE_08,Izakaya,16,0
2016-10-18,STORE_09,Izakaya,17,0
2016-10-18,STORE_10,Japanese food,15,0
2016-10-18,STORE_11,Bar/Cocktail,29,0
2016-10-18,STORE_12,Izakaya,32,0
2016-10-18,STORE_13,Izakaya,20,0
2016-10-18,STORE_14,Italian/French,19,0
2016-10-18,STORE_15,Izakaya,15,0
2016-10-18,STORE_16,Italian/French,11,0
2016-10-18,STORE_17,Cafe/Sweets,6,0
2016-10-18,STORE_18,Cafe/Sweets,17,0
2016-10-18,STORE_19,Izakaya,29,0
2016-10-18,STORE_20,Bar/Cocktail,13,0
2016-10-18,STORE_21,Cafe/Sweets,32,0
2016-10-18,STORE_22,Izakaya,32,0
2016-10-18,STORE_23,Bar/Cocktail,5,0
2016-10-18,STORE_24,Izakaya,33,0
2016-10-18,STORE_25,Cafe/Sweets,11,0
2016-10-18,STORE_26,Cafe/Sweets,28,0
2016-10-18,STORE_27,Dining bar,33,0
2016-10-18,STORE_28,Okonomiyaki/Monja/Teppanyaki,8,0
2016-10-18,STORE_29,Bar/Cocktail,19,0
2016-10-18,STORE_30,Dining bar,5,0
2016-10-19,STORE_01,Izakaya,34,0
2016-10-19,STORE_02,Cafe/Sweets,4,0
2016-10-19,STORE_03,Bar/Cocktail,16,0
2016-10-19,STORE_04,Okonomiyaki/Monja/Teppanyaki,9,0
2016-10-19,STORE_05,Bar/Cocktail,23,0
2016-10-19,STORE_06,Dining bar,8,0
2016-10-19,STORE_07,Izakaya,24,0
2016-10-19,STORE_08,Izakaya,14,0
2016-10-19,STORE_09,Izakaya,27,0
2016-10-19,STORE_10,Japanese food,20,0
2016-10-19,STORE_11,Bar/Cocktail,20,0
2016-10-19,STORE_12,Izakaya,25,0
2016-10-19,STORE_13,Izakaya,44,0
2016-10-19,STORE_14,Italian/French,2,0
2016-10-19,STORE_15,Izakaya,17,0
2016-10-19,STORE_16,Italian/French,32,0
2016-10-19,STORE_17,Cafe/Sweets,1,0
2016-10-19,STORE_18,Cafe/Sweets,15,0
2016-10-19,STORE_19,Izakaya,37,0
2016-10-19,STORE_20,Bar/Cocktail,22,0
2016-10-19,STORE_21,Cafe/Sweets,33,0
2016-10-19,STORE_22,Izakaya,34,0
2016-10-19,STORE_23,Bar/Cocktail,19,0
2016-10-19,STORE_24,Izakaya,38,0
2016-10-19,STORE_25,Cafe/Sweets,4,0
2016-10-19,STORE_26,Cafe/Sweets,19,0
2016-10-19,STORE_27,Dining bar,34,0
2016-10-19,STORE_28,Okonomiyaki/Monja/Teppanyaki,18,0
2016-10-19,STORE_29,Bar/Cocktail,11,0
2016-10-19,STORE_30,Dining bar,4,0
2016-10-20,STORE_01,Izakaya,25,0
2016-10-20,STORE_02,Cafe/Sweets,4,0
2016-10-20,STORE_03,Bar/Cocktail,11,0
2016-10-20,STORE_04,Okonomiyaki/Monja/Teppanyaki,17,0
2016-10-20,STORE_05,Bar/Cocktail,25,0
2016-10-20,STORE_06,Dining bar,6,0
2016-10-20,STORE_07,Izakaya,29,0
2016-10-20,STORE_08,Izakaya,16,0
2016-10-20,STORE_09,Izakaya,21,0
2016-10-20,STORE_10,Japanese food,16,0
2016-10-20,STORE_11,Bar/Cocktail,37,0
2016-10-20,STORE_12,Izakaya,20,0
2016-10-20,STORE_13,Izakaya,20,0
2016-10-20,STORE_14,Italian/French,4,0
2016-10-20,STORE_15,Izakaya,10,0
2016-10-20,STORE_16,Italian/French,14,0
2016-10-20,STORE_17,Cafe/Sweets,9,0
2016-10-20,STORE_18,Cafe/Sweets,20,0
2016-10-20,STORE_19,Izakaya,16,0
2016-10-20,STORE_20,Bar/Cocktail,17,0
2016-10-20,STORE_21,Cafe/Sweets,26,0
2016-10-20,STORE_22,Izakaya,15,0
2016-10-20,STORE_23,Bar/Cocktail,15,0
2016-10-20,STORE_24,Izakaya,9,0
2016-10-20,STORE_25,Cafe/Sweets,15,0
2016-10-20,STORE_26,Cafe/Sweets,19,0
2016-10-20,STORE_27,Dining bar,22,0
2016-10-20,STORE_28,Okonomiyaki/Monja/Teppanyaki,16,0
2016-10-20,STORE_29,Bar/Cocktail,22,0
2016-10-20,STORE_30,Dining bar,9,0
2016-10-21,STORE_01,Izakaya,49,0
2016-10-21,STORE_02,Cafe/Sweets,5,0
2016-10-21,STORE_03,Bar/Cocktail,9,0
2016-10-21,STORE_04,Okonomiyaki/Monja/Teppanyaki,19,0
2016-10-21,STORE_05,Bar/Cocktail,22,0
2016-10-21,STORE_06,Dining bar,3,0
2016-10-21,STORE_07,Izakaya,18,0
2016-10-21,STORE_08,Izakaya,44,0
2016-10-21,STORE_09,Izakaya,35,0
2016-10-21,STORE_10,Japanese food,21,0
2016-10-21,STORE_11,Bar/Cocktail,34,0
2016-10-21,STORE_12,Izakaya,40,0
2016-10-21,STORE_13,Izakaya,57,0
2016-10-21,STORE_14,Italian/French,27,0
2016-10-21,STORE_15,Izakaya,49,0
2016-10-21,STORE_16,Italian/French,24,0
2016-10-21,STORE_17,Cafe/Sweets,15,0
2016-10-21,STORE_18,Cafe/Sweets,18,0
2016-10-21,STORE_19,Izakaya,39,0
2016-10-21,STORE_20,Bar/Cocktail,9,0
2016-10-21,STORE_21,Cafe/Sweets,21,0
2016-10-21,STORE_22,Izakaya,42,0
2016-10-21,STORE_23,Bar/Cocktail,20,0
2016-10-21,STORE_24,Izakaya,30,0
2016-10-21,STORE_25,Cafe/Sweets,9,0
2016-10-21,STORE_26,Cafe/Sweets,21,0
2016-10-21,STORE_27,Dining bar,38,0
2016-10-21,STORE_28,Okonomiyaki/Monja/Teppanyaki,21,0
2016-10-21,STORE_29,Bar/Cocktail,16,0
2016-10-21,STORE_30,Dining bar,26,0
2016-10-22,STORE_01,Izakaya,17,0
2016-10-22,STORE_02,Cafe/Sweets,6,0
2016-10-22,STORE_03,Bar/Cocktail,54,0
2016-10-22,STORE_04,Okonomiyaki/Monja/Teppanyaki,15,0
2016-10-22,STORE_05,Bar/Cocktail,43,0
2016-10-22,STORE_06,Dining bar,10,0
2016-10-22,STORE_07,Izakaya,39,0
2016-10-22,STORE_08,Izakaya,33,0
2016-10-22,STORE_09,Izakaya,27,0
2016-10-22,STORE_10,Japanese food,25,0
2016-10-22,STORE_11,Bar/Cocktail,48,0
2016-10-22,STORE_12,Izakaya,73,0
2016-10-22,STORE_13,Izakaya,54,0
2016-10-22,STORE_14,Italian/French,22,0
2016-10-22,STORE_15,Izakaya,34,0
2016-10-22,STORE_16,Italian/French,54,0
2016-10-22,STORE_17,Cafe/Sweets,34,0
2016-10-22,STORE_18,Cafe/Sweets,39,0
2016-10-22,STORE_19,Izakaya,36,0
2016-10-22,STORE_20,Bar/Cocktail,20,0
2016-10-22,STORE_21,Cafe/Sweets,38,0
2016-10-22,STORE_22,Izakaya,56,0
2016-10-22,STORE_23,Bar/Cocktail,27,0
2016-10-22,STORE_24,Izakaya,52,0
2016-10-22,STORE_25,Cafe/Sweets,10,0
2016-10-22,STORE_26,Cafe/Sweets,46,0
2016-10-22,STORE_27,Dining bar,46,0
2016-10-22,STORE_28,Okonomiyaki/Monja/Teppanyaki,24,0
2016-10-22,STORE_29,Bar/Cocktail,25,0
2016-10-22,STORE_30,Dining bar,61,0
2016-10-23,STORE_01,Izakaya,59,0
2016-10-23,STORE_02,Cafe/Sweets,6,0
2016-10-23,STORE_03,Bar/Cocktail,22,0
2016-10-23,STORE_04,Okonomiyaki/Monja/Teppanyaki,24,0
2016-10-23,STORE_05,Bar/Cocktail,24,0
2016-10-23,STORE_06,Dining bar,10,0
2016-10-23,STORE_07,Izakaya,36,0
2016-10-23,STORE_08,Izakaya,16,0
2016-10-23,STORE_09,Izakaya,29,0
2016-10-23,STORE_10,Japanese food,20,0
2016-10-23,STORE_11,Bar/Cocktail,38,0
2016-10-23,STORE_12,Izakaya,32,0
2016-10-23,STORE_13,Izakaya,34,0
2016-10-23,STORE_14,Italian/French,30,0
2016-10-23,STORE_15,Izakaya,36,0
2016-10-23,STORE_16,Italian/French,59,0
2016-10-23,STORE_17,Cafe/Sweets,33,0
2016-10-23,STORE_18,Cafe/Sweets,27,0
2016-10-23,STORE_19,Izakaya,21,0
2016-10-23,STORE_20,Bar/Cocktail,20,0
2016-10-23,STORE_21,Cafe/Sweets,29,0
2016-10-23,STORE_22,Izakaya,32,0
2016-10-23,STORE_23,Bar/Cocktail,17,0
2016-10-23,STORE_24,Izakaya,45,0
2016-10-23,STORE_25,Cafe/Sweets,8,0
2016-10-23,STORE_26,Cafe/Sweets,54,0
2016-10-23,STORE_27,Dining bar,38,0
2016-10-23,STORE_28,Okonomiyaki/Monja/Teppanyaki,22,0
2016-10-23,STORE_29,Bar/Cocktail,13,0
2016-10-23,STORE_30,Dining bar,27,0
2016-10-24,STORE_01,Izakaya,34,0
2016-10-24,STORE_02,Cafe/Sweets,8,0
2016-10-24,STORE_03,Bar/Cocktail,3,0
2016-10-24,STORE_04,Okonomiyaki/Monja/Teppanyaki,9,0
2016-10-24,STORE_05,Bar/Cocktail,10,0
2016-10-24,STORE_06,Dining bar,9,0
2016-10-24,STORE_07,Izakaya,22,0
2016-10-24,STORE_08,Izakaya,9,0
2016-10-24,STORE_09,Izakaya,25,0
2016-10-24,STORE_10,Japanese food,17,0
2016-10-24,STORE_11,Bar/Cocktail,21,0
2016-10-24,STORE_12,Izakaya,40,0
2016-10-24,STORE_13,Izakaya,10,0
2016-10-24,STORE_14,Italian/French,12,0
2016-10-24,STORE_15,Izakaya,20,0
2016-10-24,STORE_16,Italian/French,24,0
2016-10-24,STORE_17,Cafe/Sweets,7,0
2016-10-24,STORE_18,Cafe/Sweets,12,0
2016-10-24,STORE_19,Izakaya,16,0
2016-10-24,STORE_20,Bar/Cocktail,20,0
2016-10-24,STORE_21,Cafe/Sweets,28,0
2016-10-24,STORE_22,Izakaya,11,0
2016-10-24,STORE_24,Izakaya,23,0
2016-10-24,STORE_25,Cafe/Sweets,6,0
2016-10-24,STORE_26,Cafe/Sweets,30,0
2016-10-24,STORE_27,Dining bar,24,0
2016-10-24,STORE_28,Okonomiyaki/Monja/Teppanyaki,34,0
2016-10-24,STORE_29,Bar/Cocktail,15,0
2016-10-24,STORE_30,Dining bar,16,0
2016-10-25,STORE_01,Izakaya,8,0
2016-10-25,STORE_02,Cafe/Sweets,7,0
2016-10-25,STORE_03,Bar/Cocktail,18,0
2016-10-25,STORE_04,Okonomiyaki/Monja/Teppanyaki,5,0
2016-10-25,STORE_05,Bar/Cocktail,25,0
2016-10-25,STORE_06,Dining bar,2,0
2016-10-25,STORE_07,Izakaya,28,0
2016-10-25,STORE_08,Izakaya,14,0
2016-10-25,STORE_09,Izakaya,22,0
2016-10-25,STORE_10,Japanese food,13,0
2016-10-25,STORE_11,Bar/Cocktail,11,0
2016-10-25,STORE_12,Izakaya,27,0
2016-10-25,STORE_13,Izakaya,13,0
2016-10-25,STORE_14,Italian/French,24,0
2016-10-25,STORE_15,Izakaya,18,0
2016-10-25,STORE_16,Italian/French,18,0
2016-10-25,STORE_17,Cafe/Sweets,5,0
2016-10-25,STORE_18,Cafe/Sweets,17,0
2016-10-25,STORE_19,Izakaya,16,0
2016-10-25,STORE_20,Bar/Cocktail,13,0
2016-10-25,STORE_21,Cafe/Sweets,25,0
2016-10-25,STORE_22,Izakaya,29,0
2016-10-25,STORE_23,Bar/Cocktail,10,0
2016-10-25,STORE_24,Izakaya,33,0
2016-10-25,STORE_25,Cafe/Sweets,13,0
2016-10-25,STORE_26,Cafe/Sweets,15,0
2016-10-25,STORE_27,Dining bar,33,0
2016-10-25,STORE_28,Okonomiyaki/Monja/Teppanyaki,35,0
2016-10-25,STORE_29,Bar/Cocktail,15,0
2016-10-25,STORE_30,Dining bar,14,0
2016-10-26,STORE_01,Izakaya,41,0
2016-10-26,STORE_02,Cafe/Sweets,5,0
2016-10-26,STORE_03,Bar/Cocktail,36,0
2016-10-26,STORE_04,Okonomiyaki/Monja/Teppanyaki,14,0
2016-10-26,STORE_05,Bar/Cocktail,14,0
2016-10-26,STORE_06,Dining bar,9,0
2016-10-26,STORE_07,Izakaya,20,0
2016-10-26,STORE_08,Izakaya,35,0
2016-10-26,STORE_09,Izakaya,25,0
2016-10-26,STORE_10,Japanese food,16,0
2016-10-26,STORE_11,Bar/Cocktail,28,0
2016-10-26,STORE_12,Izakaya,18,0
2016-10-26,STORE_13,Izakaya,15,0
2016-10-26,STORE_14,Italian/French,10,0
2016-10-26,STORE_15,Izakaya,19,0
2016-10-26,STORE_16,Italian/French,14,0
2016-10-26,STORE_17,Cafe/Sweets,12,0
2016-10-26,STORE_18,Cafe/Sweets,12,0
2016-10-26,STORE_19,Izakaya,32,0
2016-10-26,STORE_20,Bar/Cocktail,21,0
2016-10-26,STORE_21,Cafe/Sweets,28,0
2016-10-26,STORE_22,Izakaya,30,0
2016-10-26,STORE_23,Bar/Cocktail,3,0
2016-10-26,STORE_24,Izakaya,3,0
2016-10-26,STORE_25,Cafe/Sweets,6,0
2016-10-26,STORE_26,Cafe/Sweets,23,0
2016-10-26,STORE_27,Dining bar,31,0
2016-10-26,STORE_28,Okonomiyaki/Monja/Teppanyaki,14,0
2016-10-26,STORE_29,Bar/Cocktail,22,0
2016-10-26,STORE_30,Dining bar,11,0
2016-10-27,STORE_01,Izakaya,26,0
2016-10-27,STORE_02,Cafe/Sweets,6,0
2016-10-27,STORE_03,Bar/Cocktail,13,0
2016-10-27,STORE_04,Okonomiyaki/Monja/Teppanyaki,10,0
2016-10-27,STORE_05,Bar/Cocktail,16,0
2016-10-27,STORE_06,Dining bar,5,0
2016-10-27,STORE_07,Izakaya,8,0
2016-10-27,STORE_08,Izakaya,47,0
2016-10-27,STORE_09,Izakaya,16,0
2016-10-27,STORE_10,Japanese food,19,0
2016-10-27,STORE_11,Bar/Cocktail,33,0
2016-10-27,STORE_12,Izakaya,33,0
2016-10-27,STORE_13,Izakaya,25,0
2016-10-27,STORE_14,Italian/French,12,0
2016-10-27,STORE_15,Izakaya,29,0
2016-10-27,STORE_16,Italian/French,17,0
2016-10-27,STORE_17,Cafe/Sweets,10,0
2016-10-27,STORE_18,Cafe/Sweets,13,0
2016-10-27,STORE_19,Izakaya,19,0
2016-10-27,STORE_20,Bar/Cocktail,16,0
2016-10-27,STORE_21,Cafe/Sweets,31,0
2016-10-27,STORE_22,Izakaya,22,0
2016-10-27,STORE_23,Bar/Cocktail,16,0
2016-10-27,STORE_24,Izakaya,30,0
2016-10-27,STORE_25,Cafe/Sweets,16,0
2016-10-27,STORE_26,Cafe/Sweets,26,0
2016-10-27,STORE_27,Dining bar,51,0
2016-10-27,STORE_28,Okonomiyaki/Monja/Teppanyaki,24,0
2016-10-27,STORE_29,Bar/Cocktail,11,0
2016-10-27,STORE_30,Dining bar,47,0
2016-10-28,STORE_01,Izakaya,32,0
2016-10-28,STORE_02,Cafe/Sweets,7,0
2016-10-28,STORE_03,Bar/Cocktail,8,0
2016-10-28,STORE_04,Okonomiyaki/Monja/Teppanyaki,4,0
2016-10-28,STORE_05,Bar/Cocktail,23,0
2016-10-28,STORE_06,Dining bar,6,0
2016-10-28,STORE_07,Izakaya,21,0
2016-10-28,STORE_08,Izakaya,34,0
2016-10-28,STORE_09,Izakaya,28,0
2016-10-28,STORE_10,Japanese food,20,0
2016-10-28,STORE_11,Bar/Cocktail,46,0
2016-10-28,STORE_12,Izakaya,44,0
2016-10-28,STORE_13,Izakaya,59,0
2016-10-28,STORE_14,Italian/French,24,0
